State,City,Year,SO2,NO2,PM2_5,AQI,Lat,Long
Karnataka,BELGAUM,2009,10.82941432,14.67307692,40.79146704,30,15.862643,74.508534
Kerala,KOCHI,2009,24.93762502,51.52593687,157.0580549,158,9.947743,76.253802
Karnataka,HUBLI,2009,4.500957061,12.6873494,41.2829305,107,15.349955,75.138619
Uttar Pradesh,AGRA,2009,18.40231278,48.35261626,94.4516707,410,27.187935,78.003944
Chandigarh,CHANDIGARH,2009,27.05699167,41.56683535,101.9786676,202,30.736292,76.788398
Odisha,TALCHER,2009,22.36020408,42.24183673,75.33934219,191,20.95,85.23
Rajasthan,KOTA,2009,7.326366559,24.42700965,40.92262931,91,25.182544,75.839065
Punjab,LUDHIANA,2009,12.78547009,54.50811966,59.79262049,370,30.912042,75.853789
Uttar Pradesh,GHAZIABAD,2009,30.01086957,31.28623188,41.38264772,239,28.665353,77.439148
Andhra Pradesh,NALGONDA,2009,4.997058824,23.79117647,40.79146704,99,17.05,79.27
Maharashtra,AURANGABAD,2009,6.970214526,24.77590712,40.79146704,87,19.880943,75.346739
Maharashtra,AURANGABAD,2009,6.970214526,24.77590712,40.79146704,87,24.752037,84.374202
Madhya Pradesh,GWALIOR,2009,9.286140076,19.59608987,40.79146704,200,26.229825,78.173369
Karnataka,GULBARGA,2009,3.787316523,13.58958333,40.79146704,73,17.335827,76.83757
West Bengal,KOLKATA,2009,41.22673865,158.7371941,112.4855606,423,22.562627,88.363044
West Bengal,ASANSOL,2009,9.445098039,61.80588235,40.79146704,162,23.683333,86.983333
Andhra Pradesh,TIRUPATI,2009,4.076734992,9.188872167,40.79146704,40,13.635505,79.419888
Madhya Pradesh,INDORE,2009,8.780769469,16.78551423,41.23972492,164,22.717736,75.85859
Jharkhand,SINDRI,2010,15.35993668,36.11455383,40.79146704,173,23.7483,86.7059
Assam,NALBARI,2010,6.731707317,15.80487805,40.79146704,68,26.4446,91.4411
Himachal Pradesh,DAMTAL,2010,2.133779005,10.7281761,40.79146704,66,32.2258,75.6601
West Bengal,BARRACKPORE,2010,34.5627451,220.7794118,121.9744848,361,22.7674,88.3883
Punjab,NAYANANGAL,2010,6.873831776,16.55607477,40.98208137,95,31.3866,76.355
Assam,DARANGA,2010,5.467391304,14.26086957,40.79146704,57,26.4523,92.0273
Assam,SIVASAGAR,2010,6.36,13.56,40.79146704,26,26.9826,94.6425
West Bengal,SOUTHSUBURBAN,2010,11.2742268,88.93247423,65.18224115,131,22.5098,88.3214
Himachal Pradesh,PAONTASAHIB,2010,3.035932671,17.09284483,40.9495735,131,30.4453,77.6021
Maharashtra,LOTE,2010,56.9,29.33333333,40.79146704,117,17.5889,73.5093
Punjab,DERABABA,2010,6.714285714,14.19642857,40.79146704,75,32.0322,75.0304
Assam,SILCHER,2010,6.940594059,17.11881188,41.59921886,70,24.8333,92.7789
Jharkhand,WESTSINGHBHUM,2010,20.91666667,31.80952381,40.79146704,301,22.3651,85.4376
Punjab,GOBINDGARH,2010,23.94003406,46.62987136,55.11904844,302,30.66,76.31
Assam,MARGHERITA,2010,10.45360825,22.63917526,40.79146704,51,27.2911,95.6695
West Bengal,SANKRAIL,2010,39.59711538,260.7538462,163.1658682,399,22.5339,88.229
Assam,LAKHIMPUR,2010,6.470588235,14.65686275,40.79146704,76,27.24,94.1
Assam,LAKHIMPUR,2010,6.470588235,14.65686275,40.79146704,76,27.95,80.78
Maharashtra,BADLAPUR,2010,32.29347826,72.52173913,40.79146704,112,19.15,73.27
Gujarat,VAPI,2010,15.53365385,23.64423077,40.79146704,79,20.37,72.9
Odisha,SAMBALPUR,2010,3.442857143,15.02738095,40.79146704,50,21.47,83.97
Jharkhand,JHARIA,2010,16.76405976,37.62815308,40.79146704,237,23.76,86.42
Assam,TINSUKIA,2010,7.0234375,15.015625,45.25303375,66,27.5,95.36
Uttar Pradesh,ANPARA,2010,17.29790545,28.0906859,40.79146704,127,24.2049,82.7832
Uttar Pradesh,KHURJA,2010,31.45093458,28.81308411,43.84129635,186,28.26,77.85
Assam,NAGAON,2010,5.902912621,14.09708738,40.79146704,102,26.35,92.68
Jharkhand,SARAIKELAKHARSAWAN,2010,35.10588235,45.49411765,40.79146704,170,22.8561,86.0122
Gujarat,ANKLESHWAR,2010,17.16,24.74,42.42312572,79,21.6264,73.0152
Kerala,KOTTAYAM,2010,5.5153125,19.154375,40.79146704,47,9.6,76.52
Punjab,DERABASSI,2010,10.44656489,23.85114504,41.41423753,157,30.5887,76.8471
West Bengal,RANIGANJ,2010,25.38952381,190.3285714,122.3744011,477,23.62,87.11
Maharashtra,SANGLI,2010,14.38461538,29.07692308,40.79146704,73,16.856777,74.569196
Kerala,MALAPPURAM,2010,2,4.537733025,40.79146704,30,11.07,76.06
Punjab,KHANNA,2010,9.1796875,31.296875,40.95080871,231,30.71,76.21
Kerala,PALAKKAD,2010,3.227603306,6.178842975,40.79146704,32,10.78,76.65
Uttar Pradesh,GAJRAULA,2010,16.31299634,22.0172681,40.79146704,88,28.85,78.23
Madhya Pradesh,SINGRAULI,2010,15.13333333,18.93777778,40.79146704,58,23.84,82.27
Nagaland,DIMAPUR,2010,3.854166667,14.42708333,78.60855628,146,25.92,93.73
Andhra Pradesh,PATANCHERU,2010,11.44897959,22.90816327,40.79146704,75,17.53,78.27
Assam,BONGAIGAON,2010,6.684729064,15.4137931,41.79618298,59,26.48,90.54
Meghalaya,TURA,2010,2,8.61617647,40.79146704,62,25.52,90.22
Madhya Pradesh,NAGDA,2010,18.55171079,24.25192338,40.99958677,95,23.46,75.42
Odisha,RAYAGADA,2010,2.241019418,20.07597087,40.79146704,57,19.18,83.41
Goa,VASCO,2010,22.54850411,45.40200159,81.18301774,119,15.3982,73.8113
Himachal Pradesh,PARWANOO,2010,2.95012262,12.10020048,40.93310408,83,30.8406,76.9584
Himachal Pradesh,KALAAMB,2010,3.258521887,18.61095912,40.92220892,166,30.4992,77.207
Odisha,BALASORE,2010,2,11.52833333,40.79146704,73,21.4934,86.9135
Meghalaya,BYRNIHAT,2010,83.01475096,15.12394636,40.79146704,175,26.0515,91.8696
Odisha,ANGUL,2010,11.20956989,34.33958333,66.77957911,181,20.8444,85.1511
Meghalaya,DAWKI,2010,2.326470588,6.457598039,40.79146704,70,25.184,92.0249
Andhra Pradesh,CHITTOOR,2010,4,9,40.79146704,40,13.2172,79.1003
Himachal Pradesh,BADDI,2010,3.735068056,19.30691065,43.25688538,114,30.9578,76.7914
Uttar Pradesh,RENUSAGAR,2010,16.51112912,27.31740388,40.79146704,129,24.1829,82.7873
Assam,GOLAGHAT,2010,5.865853659,15.18292683,40.79146704,73,26.5239,93.9623
Odisha,BERHAMPUR,2010,2,13.21666667,40.79146704,58,19.315,84.7941
Himachal Pradesh,NALAGARH,2010,3.042230064,18.59417348,40.79146704,86,31.0461,76.7026
Maharashtra,MAHAD,2010,41.26923077,84.48717949,89.95041449,205,18.082,73.4224
Haryana,YAMUNANAGAR,2010,12.51923077,26.36538462,40.79146704,260,30.14,77.28
Gujarat,VADODARA,2010,25.51336898,44.21390374,62.82322196,143,22.299405,73.208119
Assam,GUWAHATI,2010,27.88931298,55.83587786,149.3092248,382,26.176076,91.762932
Maharashtra,ROHA,2010,28.15277778,58.09722222,69.68542286,151,18.439,73.1168
Maharashtra,CHANDRAPUR,2010,52.3129771,53.5648855,80.3373931,289,19.6,83.883333
West Bengal,HOWRAH,2010,48.08446602,301.361165,163.1658682,472,22.589167,88.310278
Madhya Pradesh,DEWAS,2010,11.88076942,19.2472803,40.79146704,87,22.966667,76.066667
Punjab,JALANDHAR,2010,10.95833333,29.41666667,40.79146704,144,23.9,78.433333
Punjab,BATHINDA,2010,9.15625,20.9375,40.79146704,216,30.2081076,74.9485371
Odisha,BHUBANESWAR,2010,2.131944444,19.37528935,43.48257077,89,20.233333,85.833333
Kerala,KOZHIKODE,2010,4,18.2841843,81.58293408,83,11.25,75.766667
Tamil Nadu,THOOTHUKUDI,2010,11.85538358,12.50811797,40.79146704,116,8.783333,78.133333
Maharashtra,NAVIMUMBAI,2010,39.79293785,79.37740113,82.96569568,229,19.033049,73.029662
Andhra Pradesh,VISAKHAPATNAM,2010,43.02319192,105.4984395,252.7733531,444,17.7,83.3
Odisha,ROURKELA,2010,9.648412699,20.03730159,76.92105213,197,22.2,84.883333
Andhra Pradesh,VIJAYAWADA,2010,11.67256637,27.28318584,81.58293408,186,16.516667,80.616667
Maharashtra,JALGAON,2010,15.73722628,42.18978102,40.79146704,116,21.048611,76.534444
Uttar Pradesh,KANPUR,2010,12.39683496,54.41820861,66.19274688,329,26.466667,80.35
Maharashtra,NAGPUR,2010,12.74941692,57.74590044,71.18510914,194,23.3,82.3
Maharashtra,AMRAVATI,2010,12.50367647,14.75,42.1411847,121,20.933333,77.75
Maharashtra,SOLAPUR,2010,17.19711538,35.97115385,41.77203115,67,17.683333,75.916667
Madhya Pradesh,SAGAR,2010,3.652777778,17.11805556,40.79146704,99,22.066667,82
Maharashtra,THANE,2010,13.90686284,15.30866833,40.79146704,52,19.2,72.966667
West Bengal,DURGAPUR,2010,32.65714286,265.0571429,163.1658682,564,24.75,87.733333
Madhya Pradesh,SATNA,2010,4.869072165,10.64742268,74.0133835,341,24.583333,80.833333
Chhattisgarh,KORBA,2010,12.87412587,20.69097638,40.79146704,101,22.35,82.683333
Gujarat,AHMEDABAD,2010,27.59598854,36.96848138,72.6999785,168,23.025793,72.587265
Puducherry,PONDICHERRY,2010,5.829039216,13.09608497,40.79146704,37,11.94,79.83
Rajasthan,JAIPUR,2010,11.75721154,76.05458212,83.02109478,334,26.913312,75.787872
Uttar Pradesh,LUCKNOW,2010,14.8860847,62.46714121,74.22709576,374,26.839281,80.923133
Uttar Pradesh,NOIDA,2010,11.24310646,46.23647469,40.79146704,131,28.5726442,77.3547609
Gujarat,JAMNAGAR,2010,13.66315789,29.48421053,44.65592181,113,22.466667,70.066667
Rajasthan,KOTA,2010,10.24319172,29.47619826,40.79146704,131,25.182544,75.839065
Kerala,KOCHI,2010,15.64548689,47.647397,165.9158547,146,9.947743,76.253802
Andhra Pradesh,NELLORE,2010,2,11.67021277,40.79146704,64,14.449918,79.986967
Madhya Pradesh,INDORE,2010,13.74434228,18.00265556,41.24470556,122,22.717736,75.85859
Assam,DIBRUGARH,2010,6.485436893,13.74757282,40.79146704,38,27.479888,94.90837
Tamil Nadu,COIMBATORE,2010,7.542385861,31.8845477,47.10646403,90,11.005547,76.966122
Madhya Pradesh,BHOPAL,2010,8.650060059,17.74623583,40.79146704,132,23.254688,77.402892
Andhra Pradesh,NALGONDA,2010,4.731481481,23.40740741,40.79146704,85,17.05,79.27
Goa,PANAJI,2010,11.05400765,21.75648523,40.79146704,84,15.498289,73.824541
Kerala,KOLLAM,2010,2.929078014,20.54609929,50.04910495,61,8.881131,76.584694
Nagaland,KOHIMA,2010,3.509433962,8.945691824,71.5774799,113,25.674673,94.110988
Madhya Pradesh,GWALIOR,2010,11.96885149,21.2973294,41.06523528,309,26.229825,78.173369
Uttar Pradesh,VARANASI,2010,17.75411321,19.94642767,41.30456725,113,25.31774,83.005811
Punjab,AMRITSAR,2010,18.15116279,45.59302326,52.17513226,280,31.622337,74.875335
Tamil Nadu,MADURAI,2010,10.6618131,24.71255329,40.79146704,46,9.917347,78.119622
Kerala,ALAPPUZHA,2010,2.008368201,5.071129707,40.96214263,44,9.494647,76.331108
Gujarat,RAJKOT,2010,13.48469388,17.98979592,43.2889038,101,22.291606,70.793217
Andhra Pradesh,KURNOOL,2010,4,9,40.79146704,84,15.828865,78.036021
Kerala,THIRUVANANTHAPURAM,2010,11.95642405,32.75525316,55.37828911,75,8.485498,76.949238
Andhra Pradesh,KHAMMAM,2010,2,10.90291262,40.79146704,61,17.247672,80.143682
Odisha,CUTTACK,2010,2.282990868,22.01655251,41.90904148,77,20.522922,85.78813
Tamil Nadu,CHENNAI,2010,20.6715381,35.34433415,95.78563111,139,13.084622,80.248357
Madhya Pradesh,JABALPUR,2010,2,24.54285714,40.79146704,134,23.174495,79.935903
Maharashtra,ULHASNAGAR,2010,41.1369863,89.36986301,53.9229667,140,19.216667,73.15
Maharashtra,NASHIK,2010,21.32475884,25.4244373,40.92262931,74,20.0110224,73.7903373
Uttar Pradesh,JHANSI,2010,17.14958333,50.35347222,81.58293408,236,25.458872,78.579943
Uttar Pradesh,FIROZABAD,2010,15.97032173,33.28687041,40.79146704,213,27.150917,78.397808
Mizoram,AIZAWL,2010,6,16.53782051,122.3744011,124,23.736701,92.714596
Uttarakhand,DEHRADUN,2010,22.01654974,28.88194541,41.30781472,153,30.324427,78.033922
Meghalaya,SHILLONG,2010,3.551872659,16.2664794,60.49970392,123,25.573987,91.896807
West Bengal,HALDIA,2010,55.075,206.6018519,163.1658682,228,22.025278,88.058333
Haryana,FARIDABAD,2010,17.43568465,28.23236515,40.79146704,161,28.411236,77.313162
Maharashtra,LATUR,2010,8.567574766,18.05093799,44.13502991,115,18.399487,76.584252
Andhra Pradesh,HYDERABAD,2010,12.9909739,53.36125734,100.5720653,143,17.384052,78.456355
Jharkhand,RANCHI,2010,19.48039216,35,40.79146704,167,23.347768,85.338564
Jharkhand,JAMSHEDPUR,2010,38.61818182,51.93333333,44.49978223,166,22.802776,86.185448
Maharashtra,MUMBAI,2010,4.259668508,21.93370166,45.29881146,118,18.987807,72.836447
Maharashtra,AURANGABAD,2010,6.429768479,20.62226006,40.79146704,74,24.752037,84.374202
Maharashtra,AURANGABAD,2010,6.429768479,20.62226006,40.79146704,74,19.880943,75.346739
Andhra Pradesh,TIRUPATI,2010,4,9,40.79146704,41,13.635505,79.419888
Jharkhand,DHANBAD,2010,41.00089558,97.54412626,110.7196962,499,23.801988,86.443244
Chandigarh,CHANDIGARH,2010,4.982878855,38.77152318,100.7630278,227,30.736292,76.788398
Chhattisgarh,BHILAI,2010,9.419681634,23.11153143,42.17162946,112,21.209188,81.428497
West Bengal,KOLKATA,2010,13.56109589,108.8643836,68.73082802,148,22.562627,88.363044
Rajasthan,UDAIPUR,2010,6.15482906,34.26474664,40.79146704,115,24.57951,73.690508
Assam,TEZPUR,2010,5.932692308,13.28846154,40.79146704,67,26.633333,92.8
Maharashtra,KOLHAPUR,2010,14.9652881,18.50105673,41.06990709,83,16.695633,74.231669
Rajasthan,JODHPUR,2010,11.01621115,42.66050911,78.0415527,345,26.26841,73.005943
Tamil Nadu,SALEM,2010,8.915952308,25.62549402,40.79146704,85,11.651165,78.158672
Madhya Pradesh,UJJAIN,2010,12.30442013,14.99206403,40.79146704,84,23.182387,75.776433
Maharashtra,PUNE,2010,29.82668486,40.68148882,42.41232003,85,18.513271,73.849852
Odisha,TALCHER,2010,12.82994553,24.78844989,45.05724137,123,20.95,85.23
Uttar Pradesh,AGRA,2010,9.736025796,13.45522628,40.79146704,187,27.187935,78.003944
Jammu & Kashmir,JAMMU,2010,6.502242152,14.43497758,41.15730979,112,32.735686,74.869112
Rajasthan,ALWAR,2010,7.945363506,24.25951471,40.79146704,224,27.566291,76.610202
Andhra Pradesh,WARANGAL,2010,3.539215686,9.931372549,40.79146704,52,17.978423,79.600209
Andhra Pradesh,RAMAGUNDAM,2010,4.351812266,12.55363255,40.79146704,68,18.45,79.28
Uttar Pradesh,MEERUT,2010,8.01249607,48.40134702,41.53993433,170,28.980018,77.706356
Chhattisgarh,RAIPUR,2010,14.09853941,40.50732893,40.79146704,284,21.233333,81.633333
Uttar Pradesh,ALLAHABAD,2010,8.375888889,48.13165079,81.58293408,435,25.44478,81.843217
Gujarat,SURAT,2010,17.09294872,24.83653846,42.09888586,78,21.195944,72.830232
Himachal Pradesh,SHIMLA,2010,3.348775543,13.14193379,41.42635369,58,31.104423,77.166623
Andhra Pradesh,GUNTUR,2010,2,11.29411765,40.79146704,81,16.299737,80.457293
Haryana,HISAR,2010,8.095890411,8.643835616,44.14419036,103,29.153938,75.722944
Uttar Pradesh,GHAZIABAD,2010,30.68579235,37.19080146,41.23727542,294,28.665353,77.439148
Bihar,PATNA,2010,6.925264752,35.96848378,40.79146704,165,25.615379,85.101027
Punjab,PATIALA,2010,6.68909965,19.98289642,40.95796282,129,30.336245,76.392199
West Bengal,ASANSOL,2010,12.11626794,99.82535885,61.47996229,211,23.683333,86.983333
Punjab,LUDHIANA,2010,15.11646586,51.79116466,64.8731765,363,30.912042,75.853789
Karnataka,GULBARGA,2011,4.05,13.4,45.55047153,70,17.335827,76.83757
Rajasthan,JAIPUR,2011,13.73913043,73.93645485,82.12863932,295,26.913312,75.787872
Gujarat,VADODARA,2011,25.31707788,44.14977278,61.84512745,132,22.299405,73.208119
Karnataka,HUBLI,2011,6.95,12.93,40.79146704,82,15.349955,75.138619
Madhya Pradesh,UJJAIN,2011,12.12183269,13.78632923,41.0529508,97,23.182387,75.776433
Rajasthan,JODHPUR,2011,10.59304814,45.16110145,79.19901717,325,26.26841,73.005943
Andhra Pradesh,TIRUPATI,2011,4.289795918,9.306122449,40.79146704,36,13.635505,79.419888
Andhra Pradesh,NALGONDA,2011,4.18,18.29,40.79146704,75,17.05,79.27
Rajasthan,KOTA,2011,7.354073262,31.0973948,41.4071873,141,25.182544,75.839065
Punjab,PATIALA,2011,7.631308411,19.36869159,40.98208137,96,30.336245,76.392199
Karnataka,MANGALORE,2011,6.958707072,8.673267327,40.79146704,55,12.865371,74.842432
Punjab,LUDHIANA,2011,19.55178221,52.72943958,75.97221185,413,30.912042,75.853789
Gujarat,SURAT,2011,18.03401361,27.78231293,43.2889038,99,21.195944,72.830232
Andhra Pradesh,RAMAGUNDAM,2011,5.619444444,13.30662477,40.79146704,56,18.45,79.28
Rajasthan,UDAIPUR,2011,5.986842105,32.51973684,41.05983195,172,24.57951,73.690508
Karnataka,MYSORE,2011,12.19626168,21.92990654,40.79146704,47,12.292664,76.638543
Uttar Pradesh,ALLAHABAD,2011,8.658314701,30.44230769,57.26494411,362,25.44478,81.843217
Chhattisgarh,RAIPUR,2011,14.01862025,39.1814976,41.11265969,268,21.233333,81.633333
Maharashtra,AKOLA,2011,11.97142857,14.82857143,61.47856818,190,20.709569,76.998103
Maharashtra,KOLHAPUR,2011,16.49196141,21.66237942,41.05379159,86,16.695633,74.231669
Bihar,PATNA,2011,4.544600641,35.28998311,40.79146704,157,25.615379,85.101027
Karnataka,BELGAUM,2011,2.021276596,14.4893617,41.22541882,41,15.862643,74.508534
Chandigarh,CHANDIGARH,2011,5.465854788,39.10024651,99.30043996,248,30.736292,76.788398
Karnataka,DAVANGERE,2011,13.46153846,21.03846154,52.81972014,95,14.469237,75.92375
Chhattisgarh,BHILAI,2011,8.969395018,22.63854093,41.22696313,107,21.209188,81.428497
Andhra Pradesh,WARANGAL,2011,4.560980477,10.17333333,40.79146704,43,17.978423,79.600209
Tamil Nadu,CHENNAI,2011,32.63175029,45.01044309,94.62282929,154,13.084622,80.248357
Punjab,AMRITSAR,2011,14.84671053,37.57894737,42.40165653,219,31.622337,74.875335
Rajasthan,ALWAR,2011,12.2173913,22.03381643,40.79146704,214,27.566291,76.610202
West Bengal,KOLKATA,2011,29.78630137,158.2821918,99.24061022,276,22.562627,88.363044
Andhra Pradesh,GUNTUR,2011,3.836231884,9.963768116,40.79146704,74,16.299737,80.457293
Andhra Pradesh,HYDERABAD,2011,22.67738973,140.3589544,200.5580463,428,17.384052,78.456355
Uttar Pradesh,AGRA,2011,11.75868144,52.54352221,99.82201904,390,27.187935,78.003944
West Bengal,HALDIA,2011,58.77884615,218.7307692,163.1658682,544,22.025278,88.058333
Goa,USGAO,2011,15.02,15.17,40.79146704,125,15.4489,74.0711
Andhra Pradesh,CHITTOOR,2011,4.625,10.125,45.89040042,43,13.2172,79.1003
Maharashtra,LOTE,2011,44.48874437,32.86355407,42.36036962,89,17.5889,73.5093
Himachal Pradesh,SUNDERNAGAR,2011,2.493930223,7.245686694,40.79146704,56,31.5299,76.8889
Himachal Pradesh,PARWANOO,2011,2.930852975,9.662997356,40.79146704,86,30.8406,76.9584
Maharashtra,ROHA,2011,36.02631579,59.56578947,70.31160766,236,18.439,73.1168
Himachal Pradesh,BADDI,2011,11.57115086,22.85391223,58.96725678,141,30.9578,76.7914
Meghalaya,DAWKI,2011,2.577319588,7.020618557,40.79146704,62,25.184,92.0249
Mizoram,KOLASIB,2011,4,9.672222222,81.58293408,151,24.2246,92.676
Himachal Pradesh,KALAAMB,2011,3.003257329,16.1465798,41.19008072,167,30.4992,77.207
Goa,CURCHOREM,2011,6.582524272,16.20203517,40.79146704,86,15.2417,74.1123
Mizoram,CHAMPHAI,2011,2.4,5.789666666,48.94976045,38,23.4566,93.3282
Himachal Pradesh,NALAGARH,2011,7.910038684,14.23610902,40.79146704,89,31.0461,76.7026
Himachal Pradesh,PAONTASAHIB,2011,3.08124737,16.66738759,41.8649267,130,30.4453,77.6021
Meghalaya,BYRNIHAT,2011,73.53535354,17.07070707,40.79146704,177,26.0515,91.8696
Kerala,PATHANAMTHITTA,2011,2,13.2231405,40.79146704,22,9.2648,76.787
Jharkhand,SINDRI,2011,15.81967213,33.49180328,40.79146704,214,23.7483,86.7059
West Bengal,BARRACKPORE,2011,62.79807692,136.3846154,122.3744011,293,22.7674,88.3883
Jharkhand,WESTSINGHBHUM,2011,23.7027027,34.40540541,40.79146704,231,22.3651,85.4376
Maharashtra,MAHAD,2011,62.08641975,108.3333333,115.8276224,589,18.082,73.4224
Himachal Pradesh,MANALI,2011,5.771356536,15.90825277,40.79146704,102,32.2432,77.1892
West Bengal,SOUTHSUBURBAN,2011,10.28648649,84.58378378,68.79425792,162,22.5098,88.3214
Goa,CODLI,2011,9.894736842,16.13684211,40.79146704,78,15.357,74.1357
Goa,ASSANORA,2011,9.019461854,14.11499599,40.79146704,77,15.6208,73.8978
Punjab,DERABABA,2011,6.578378378,14.24864865,40.79146704,69,32.0322,75.0304
West Bengal,SANKRAIL,2011,33.72115385,183.7788462,152.5757758,419,22.5339,88.229
Punjab,DERABASSI,2011,8.984415584,21.92554113,40.96805348,104,30.5887,76.8471
Punjab,NAYANANGAL,2011,6.975621891,17.12587065,40.99440966,75,31.3866,76.355
Himachal Pradesh,DAMTAL,2011,2.127500568,10.39797289,40.79146704,66,32.2258,75.6601
Uttarakhand,RUDRAPUR,2011,11.52451193,24.94135242,40.79146704,149,28.9875,79.4141
Karnataka,DHARWAD,2011,6.886597938,13.27835052,40.79146704,64,15.4589,75.0078
Goa,BICHOLIM,2011,9.904255319,16.11702128,40.79146704,110,15.5889,73.9654
Uttar Pradesh,RENUSAGAR,2011,16.34951456,26.2038835,40.79146704,140,24.1829,82.7873
Kerala,WAYANAD,2011,2,11.1025641,40.79146704,36,11.6854,76.132
West Bengal,ASANSOL,2011,10.45685279,83.03553299,61.2907322,213,23.683333,86.983333
Goa,VASCO,2011,7.521276596,33.68085106,73.77180209,118,15.3982,73.8113
Uttar Pradesh,ANPARA,2011,16.11650485,26.31067961,40.79146704,139,24.2049,82.7832
Kerala,THISSUR,2011,2,14.00909091,40.79146704,33,10.5276,76.2144
Goa,HONDA,2011,11.69791667,17.57291667,40.79146704,161,5.2072,74.7363
Goa,AMONA,2011,10.62365591,16.34408602,40.79146704,78,15.5329,73.9771
Uttar Pradesh,RAIBAREILLY,2011,12.37671777,16.97394958,60.6730224,196,26.2145,81.2528
Gujarat,ANKLESHWAR,2011,16.24519231,25.61538462,40.79146704,90,21.6264,73.0152
Uttar Pradesh,GHAZIABAD,2011,31.96153846,39.78571429,41.6879828,236,28.665353,77.439148
Uttar Pradesh,MATHURA,2011,17.08208637,24.62124365,40.79146704,205,27.503501,77.672145
Maharashtra,AURANGABAD,2011,8.570701746,31.22002852,40.79146704,83,24.752037,84.374202
Punjab,BATHINDA,2011,9.678947368,21.49157895,40.79146704,104,30.2081076,74.9485371
Punjab,JALANDHAR,2011,15.88571429,33.69795918,56.6085665,182,23.9,78.433333
